File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Not included
Contract type;Variable linear
Reference day;30/11/2024
Identifier;Description;Interest anchor date;Interest payment period;Principal anchor date;Principal payment period;Principal payment amount;Residual principal;Principal grace period end date;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Last adjusted rate;Teaser spread;Teaser period end;Indexed curve;Indexed term;Interest rate floor;Interest rate cap;Reset anchor date;Reset period;Indexed rate scaling;Reset lag;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;C�digo de producto;C�digo de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;C�digo DRC;Clave ISIN cobertura;C�digo clasificaci�n activo;Descripci�n tama�o empresa;Consolidado reservado;Consolidado p�blico;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona f�sica/jur�dica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;C�digo DRC contable;C�digo tama�o empresa;C�d. segmento estrat�gico;Des. segmento estrat�gico;Edad;Segmento estrat�gico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
104765_210346520513011740;;30/11/2024;6M;30/11/2024;6M;;;30/05/2024;30/11/2027;Yes;Long;10342,5;10342,5;10/10/2006;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;10342,5;;;;;;;;;;;;;No;;4,21;0;31/05/2025;EURIBOR_SWAP;12M;0;12,5;31/05/2025;12M;;;0;UG;PERSONALES GTIA HIP COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.05.04.00 Prestamos personales;33552000009;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;02030000;;F09;Seniors 2;67;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1049905_210359800500102394;;18/12/2024;6M;18/12/2024;6M;;;18/06/2024;18/06/2033;Yes;Long;200868,03;200868,03;18/06/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;200868,03;;;;;;;;;;;;;No;;5,4030000000000005;1,7000000000000002;19/06/2025;EURIBOR_SWAP;12M;0;;19/06/2025;12M;;2M;1,7000000000000002;UG;HIPOTECARIOS AGRICOLAS;Banca Comercial;VAR;EUR;050;264;114200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-06;Sensible;01030201;;F09;Seniors 2;65;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1052293_210303670500083408;;25/04/2025;6M;25/04/2025;12M;;;25/04/2024;25/04/2032;Yes;Long;32000;32000;25/04/2017;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;32000;;;;;;;;;;;;;No;;5,621;1,95;26/04/2025;EURIBOR_SWAP;12M;0;;26/04/2025;12M;;2M;1,95;UG;HIPOTECARIOS AGRICOLAS;Banca Comercial;VAR;EUR;050;264;114200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;01030201;;F05;Adultos 2A;39;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1054128_210350310500035590;;06/04/2025;6M;06/04/2025;6M;;;06/10/2024;06/04/2032;Yes;Long;115344,76;115344,76;06/04/2017;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;115344,76;;;;;;;;;;;;;No;;5,021;1,35;07/04/2025;EURIBOR_SWAP;12M;0;;07/04/2025;12M;;2M;1,35;UG;HIPOTECARIOS AGRICOLAS;Banca Comercial;VAR;EUR;050;264;114200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;01030201;;F03;Adultos 1A;37;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1054186_210346110513014931;;14/12/2024;6M;14/12/2024;6M;;;14/06/2024;14/12/2031;Yes;Long;25970,51;25970,51;14/12/2010;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;25970,51;;;;;;;;;;;;;No;;4,859;1,25;15/06/2025;EURIBOR_SWAP;12M;0;12,5;15/06/2025;12M;;;1,25;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-06;Sensible;02010100;;F07;Adultos 3;58;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1055081_210374030530000362;;21/02/2025;3M;21/02/2025;3M;;;21/11/2024;21/08/2033;Yes;Long;2150000,03;2150000,03;22/08/2018;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2150000,03;;;;;;;;;;;;;No;;3,4549999999999996;0,44999999999999996;22/02/2025;EURIBOR_SWAP;3M;0;;22/02/2025;3M;;;0,44999999999999996;UG;OTROS PRESTAMOS SECTOR PUBLICO;Banca Comercial;VAR;EUR;053;201;111101;A;04.01.03.00.00 Administraciones Locales;33551110006;03000000;;00;GRANDE;;;;;090;;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;;04;J06;Organismos P�blicos;;SECTOR_PUBLICO;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.2.1 Inversi�n crediticia;;
1057369_210300035803170106000020240818;;10/03/2025;6M;10/03/2025;6M;;;10/09/2024;10/09/2029;Yes;Short;75000;75000;22/08/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;75000;;;;;;;;;;;;;No;;3,773;;;EURIBOR_SWAP;6M;;;10/09/2029;6M;;;0,22;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1062024_210303530510002633;;12/04/2025;6M;12/04/2025;12M;;;12/04/2024;12/04/2032;Yes;Long;26400;26400;12/04/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;26400;;;;;;;;;;;;;No;;5,321;1,6500000000000001;13/04/2025;EURIBOR_SWAP;12M;0;;13/04/2025;12M;;2M;1,6500000000000001;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;305;114118;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;01030202;;F02;J�venes;25;JOVENES;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
106234_210342050513014068;;22/04/2025;6M;22/04/2025;6M;;;22/10/2024;22/10/2035;Yes;Long;44000;44000;03/12/2008;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;44000;;;;;;;;;;;;;No;;4,21;0;23/10/2025;EURIBOR_SWAP;12M;0;12,5;23/10/2025;12M;;;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-10;Sensible;02010100;;F05;Adultos 2A;41;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1064134_210322270515723232;;04/03/2025;6M;04/03/2025;6M;;;04/09/2024;04/03/2036;Yes;Long;46000;46000;01/09/2009;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;46000;;;;;;;;;;;;;No;;4,21;0,6;05/03/2025;EURIBOR_SWAP;12M;2,5;;05/03/2025;6M;;;0,6;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02010100;;F07;Adultos 3;54;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1070513_210300035802171103600020240901;;10/03/2025;6M;10/03/2025;6M;;;10/09/2024;10/09/2027;Yes;Short;12000;12000;05/09/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;12000;;;;;;;;;;;;;No;;3,447;;;EURIBOR_SWAP;6M;;;10/09/2027;6M;;;0,08;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1071330_210322420510013463;;19/04/2025;6M;19/04/2025;12M;;;19/04/2024;19/04/2027;Yes;Long;22500;22500;19/04/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;22500;;;;;;;;;;;;;No;;5,671;2;20/04/2025;EURIBOR_SWAP;12M;0;;20/04/2025;12M;;2M;2;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;569;113152;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;01030202;;F07;Adultos 3;34;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1073055_210300035602154118000020181007;;15/04/2025;6M;15/04/2025;6M;;;15/10/2024;15/10/2033;Yes;Short;183600;183600;11/10/2018;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;183600;;;;;;;;;;;;;No;;3,3070000000000004;;;EURIBOR_SWAP;6M;;;15/10/2033;6M;;;0,25;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1075211_210322210510016250;;08/02/2025;3M;08/02/2025;3M;;;08/11/2024;08/02/2029;Yes;Long;51000;51000;08/02/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;51000;;;;;;;;;;;;;No;;4,156;0,5;09/02/2025;EURIBOR_SWAP;12M;0;;09/02/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Privada;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F03;Adultos 1A;44;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1075350_210374130500002334;;09/12/2024;3M;09/12/2024;3M;;;09/09/2024;09/12/2024;Yes;Long;16434,99;16434,99;09/12/2004;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;16434,99;;;;;;;;;;;;;No;;4,75;0,75;09/12/2024;EURIBOR_SWAP;12M;0;12;09/12/2024;3M;;;0,75;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Empresas;VAR;EUR;050;001;111000;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;PYME - PEQUE�A;;;;;120;130;;J;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;01030202;02;J03;Peque�as empresas;;PEQUE�AS EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;1.8.2.5.1.1 Inversi�n crediticia;;
1076555_210329000537025645;;30/04/2025;6M;30/04/2025;6M;;;30/10/2024;30/10/2025;Yes;Long;236200;236200;16/11/2015;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;236200;;;;;;;;;;;;;No;;3,7150000000000003;0,61;01/05/2025;EURIBOR_SWAP;6M;0;;01/05/2025;6M;;;0,61;UG;OTROS PRESTAMOS SECTOR PUBLICO;Banca Comercial;VAR;EUR;053;201;111101;A;04.01.03.00.00 Administraciones Locales;33551110006;03000000;;00;GRANDE;;;;;090;;;J;;N;N;A.2.1.2;Original;EUR;Activo general;2025-05;Sensible;;04;J06;Organismos P�blicos;;SECTOR_PUBLICO;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.2.1 Inversi�n crediticia;;
1076979_210300035802067103600020220918;;10/04/2025;6M;10/04/2025;6M;;;10/10/2024;10/10/2025;Yes;Short;11833,32;11833,32;22/09/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;11833,32;;;;;;;;;;;;;No;;3,035;;;EURIBOR_SWAP;6M;;;10/10/2025;6M;;;-0,02;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1081594_210323290515319577;;12/01/2025;6M;12/01/2025;6M;;;12/07/2024;12/07/2035;Yes;Long;44000;44000;29/10/2008;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;44000;;;;;;;;;;;;;No;;4,21;0,6;13/01/2025;EURIBOR_SWAP;12M;0;;13/01/2025;6M;;;0,6;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F06;Adultos 2B;54;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1084606_210342810513013056;;27/04/2025;6M;27/04/2025;6M;;;27/10/2024;27/10/2038;Yes;Long;44100;44100;24/10/2007;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;44100;;;;;;;;;;;;;No;;4,21;0;28/04/2025;EURIBOR_SWAP;12M;0;12,5;28/04/2025;12M;;;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;02010100;;F05;Adultos 2A;43;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1085094_210323560510000718;;29/12/2024;3M;29/04/2025;3M;;;29/01/2025;29/01/2029;Yes;Long;20000;20000;29/01/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;20000;;;;;;;;;;;;;No;;4,082;0,5;30/01/2025;EURIBOR_SWAP;12M;0;;30/01/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;01030202;;F04;Adultos 1B;64;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1085947_210304500500007704;;16/04/2025;6M;16/04/2025;12M;;;16/04/2024;16/04/2025;Yes;Long;20000;20000;16/04/2010;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;20000;;;;;;;;;;;;;No;;4,920999999999999;1,25;16/04/2025;EURIBOR_SWAP;12M;0;;16/04/2025;12M;;2M;1,25;UG;HIPOTECARIOS AGRICOLAS;Banca Comercial;VAR;EUR;050;264;114200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;02010300;;F06;Adultos 2B;58;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1086026_210343820513013923;;13/04/2025;6M;13/04/2025;6M;;;13/10/2024;13/10/2026;Yes;Long;6000;6000;13/10/2006;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6000;;;;;;;;;;;;;No;;4,21;0;14/04/2025;EURIBOR_SWAP;12M;0;12,5;14/04/2025;12M;;;0;UG;PERSONALES GTIA HIP COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.05.04.00 Prestamos personales;33552000009;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;02030000;;F07;Adultos 3;49;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1086823_210342380513013184;;28/03/2025;6M;28/03/2025;6M;;;28/09/2024;28/09/2029;Yes;Long;25000;25000;31/12/2007;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;25000;;;;;;;;;;;;;No;;4,21;0;29/03/2025;EURIBOR_SWAP;12M;0;12,5;29/03/2025;12M;;;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Privada;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02010100;;F04;Adultos 1B;54;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1086861_210322220510004388;;27/03/2025;6M;27/09/2025;12M;;;27/09/2024;27/09/2036;Yes;Long;120857,14;120857,14;27/09/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;120857,14;;;;;;;;;;;;;No;;5,526;2;28/09/2025;EURIBOR_SWAP;12M;0;;28/09/2025;12M;;2M;2;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;567;114124;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-09;Sensible;01030202;;F06;Adultos 2B;54;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1087703_210343230510000493;;03/12/2024;6M;03/12/2024;12M;;;03/12/2023;03/12/2026;Yes;Long;12000;12000;03/12/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;12000;;;;;;;;;;;;;No;;6,16;2;04/12/2024;EURIBOR_SWAP;12M;0;;04/12/2024;12M;;2M;2;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;569;113152;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;01030202;;F04;Adultos 1B;57;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1088337_210371040500029747;;28/12/2024;6M;28/06/2025;12M;;;28/06/2024;28/06/2025;Yes;Long;2933,28;2933,28;28/06/2006;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2933,28;;;;;;;;;;;;;No;;4,526;1;28/06/2025;EURIBOR_SWAP;12M;3,25;12;28/06/2025;12M;;2M;1;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;170;170;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-06;Sensible;02010300;;F09;Seniors 2;79;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1090259_210324030510001676;;07/02/2025;6M;07/02/2025;6M;;;07/08/2024;07/02/2029;Yes;Long;5400;5400;07/02/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5400;;;;;;;;;;;;;No;;4,136;0,5;08/02/2025;EURIBOR_SWAP;12M;0;;08/02/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F04;Adultos 1B;62;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1091362_210320470500029908;;19/12/2024;12M;19/12/2024;12M;;;19/12/2023;19/12/2037;Yes;Long;450000;450000;19/12/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;450000;;;;;;;;;;;;;No;;5,57;1,41;20/12/2024;EURIBOR_SWAP;12M;0;;20/12/2024;12M;;2M;1,41;UG;HIPOTECARIOS AGRICOLAS;Banca Comercial;VAR;EUR;050;264;114200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;01030201;;F04;Adultos 1B;59;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1091602_210324010513014651;;22/02/2025;3M;22/02/2025;12M;;;22/02/2024;22/02/2026;Yes;Long;9666,7;9666,7;22/02/2011;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;9666,7;;;;;;;;;;;;;No;;3,5000000000000004;0,5;23/02/2025;EURIBOR_SWAP;3M;0;;23/02/2025;3M;;;0,5;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;VAR;EUR;051;949;111021;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.1;Original;EUR;Activo general;2025-02;Sensible;01030202;;F09;Seniors 2;67;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1092450_210328500510002995;;30/11/2024;3M;30/04/2025;3M;;;30/01/2025;31/01/2029;Yes;Long;40000;40000;31/01/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;40000;;;;;;;;;;;;;No;;4,053;0,5;01/02/2025;EURIBOR_SWAP;12M;0;;01/02/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F05;Adultos 2A;44;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1092594_210326670500014511;;26/02/2025;6M;26/02/2025;12M;;;26/02/2024;26/02/2028;Yes;Long;20514,29;20514,29;26/02/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;20514,29;;;;;;;;;;;;;No;;4,779;1,0999999999999999;27/02/2025;EURIBOR_SWAP;12M;0;;27/02/2025;12M;;2M;1,0999999999999999;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;050;231;114111;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F02;J�venes;24;JOVENES;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
109374_210323050513014073;;11/01/2025;6M;11/01/2025;6M;;;11/07/2024;11/01/2035;Yes;Long;35322;35322;02/12/2008;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;35322;;;;;;;;;;;;;No;;3,94;0;12/01/2025;EURIBOR_SWAP;12M;0;12,5;12/01/2025;12M;;;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F07;Adultos 3;41;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1093844_210322710516068217;;28/05/2025;6M;28/05/2025;6M;;;28/11/2024;28/11/2037;Yes;Long;52000;52000;28/10/2010;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;52000;;;;;;;;;;;;;No;;4,859999999999999;1,25;29/04/2025;EURIBOR_SWAP;12M;0;;29/04/2025;6M;;;1,25;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;02010100;;F05;Adultos 2A;40;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1094047_210301980500051624;;18/12/2024;6M;18/06/2025;12M;;;18/06/2024;18/06/2035;Yes;Long;296153,84;296153,84;18/06/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;296153,84;;;;;;;;;;;;;No;;5,353;1,6500000000000001;19/06/2025;EURIBOR_SWAP;12M;0;;19/06/2025;12M;;2M;1,6500000000000001;UG;HIPOTECARIOS AGRICOLAS;Banca Comercial;VAR;EUR;050;264;114200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;140;J;;N;N;A.2.1.3;Original;EUR;Activo general;2025-06;Sensible;01030201;01;J08;Otras empresas y asociaciones sin �nimo de lucro;;RESTO DE EMPRESAS / SIN_ANIMO_DE_LUCRO ;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
