File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Not included
Contract type;Fixed annuity
Reference day;30/11/2024
Identifier;Description;Payment anchor date;Payment period;Current payment;Principal payments rate;Residual principal;Principal grace period end date;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Indexed rate;Comision cancelacion RI3;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;Código de producto;Código de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;Código DRC;Clave ISIN cobertura;Código clasificación activo;Descripción tamaño empresa;Consolidado reservado;Consolidado público;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona física/jurídica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;Código DRC contable;Código tamaño empresa;Cód. segmento estratégico;Des. segmento estratégico;Edad;Segmento estratégico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
1000572_210378420500186100;;05/12/2024;1M;;;;05/11/2024;05/08/2025;Yes;Long;803,91;803,91;05/08/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;803,91;;;;;;;;;;;;;No;;8,6;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;001;111000;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;54;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000577_210379530500005532;;12/12/2024;1M;;;;12/11/2024;12/02/2027;Yes;Long;3098,12;3098,12;12/02/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3098,12;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;029;111063;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;30;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000591_210340420500050340;;29/12/2024;1M;;;;29/11/2024;29/11/2028;Yes;Long;10794,95;10794,95;29/11/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;10794,95;;;;;;;;;;;;;No;;7,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;155;111111;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;63;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000593_210370010500286302;;17/12/2024;1M;;;;17/11/2024;17/01/2027;Yes;Long;1724,55;1724,55;17/01/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1724,55;;;;;;;;;;;;;No;;9,950000000000001;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;39;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000595_210371510500089513;;11/12/2024;1M;;;;11/11/2024;11/08/2050;Yes;Long;98567,83;98567,83;11/08/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;98567,83;;;;;;;;;;;;;No;;1,25;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;40;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
100063_210372620500019630;;01/12/2024;1M;;;;01/11/2024;01/02/2050;Yes;Long;200124,41;200124,41;12/01/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;200124,41;;;;;;;;;;;;;No;;0,8999999999999999;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F04;Adultos 1B;48;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000641_210340200500075953;;03/12/2024;1M;;;;03/11/2024;03/04/2028;Yes;Long;5236,19;5236,19;03/04/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5236,19;;;;;;;;;;;;;No;;7,75;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;913;111018;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;37;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000667_210333260500103881;;23/12/2024;1M;;;;23/11/2024;23/01/2025;Yes;Long;274,05;274,05;23/05/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;274,05;;;;;;;;;;;;;No;;7,1499999999999995;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;919;111020;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;43;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000685_210305610500041831;;08/12/2024;1M;;;;08/11/2024;08/02/2027;Yes;Long;4625,35;4625,35;08/02/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4625,35;;;;;;;;;;;;;No;;7,6;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;027;111062;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;41;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000697_210307350500014540;;22/12/2024;1M;;;;22/11/2024;22/12/2028;Yes;Long;3430,76;3430,76;22/12/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3430,76;;;;;;;;;;;;;No;;6,25;1,5;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;075;111009;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;30;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000700_210345360500118227;;25/12/2024;1M;;;;25/11/2024;25/09/2027;Yes;Long;7605,46;7605,46;25/09/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;7605,46;;;;;;;;;;;;;No;;8,200000000000001;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;075;111009;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F03;Adultos 1A;31;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000736_210358400500026422;;23/12/2024;1M;;;;23/11/2024;23/10/2027;Yes;Long;16232,53;16232,53;23/10/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;16232,53;;;;;;;;;;;;;No;;5,5;3;0;UG;PERSONALES OTRAS FINALIDADES;Banca Comercial;FIX;EUR;050;405;111032;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;67;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000740_210302830500017749;;17/12/2024;1M;;;;17/11/2024;17/04/2032;Yes;Long;15137,65;15137,65;17/04/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;15137,65;;;;;;;;;;;;;No;;7,75;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;913;111018;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F02;Jóvenes;23;JOVENES;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000757_210342970500105711;;13/12/2024;1M;;;;13/11/2024;13/02/2029;Yes;Long;13153,39;13153,39;13/02/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;13153,39;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;155;111111;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;47;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000766_210378420500269681;;08/12/2024;1M;;;;08/11/2024;08/04/2037;Yes;Long;78523,31;78523,31;08/06/2017;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;78523,31;;;;;;;;;;;;;No;;1,8599999999999999;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F03;Adultos 1A;36;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000773_210308700500008420;;20/12/2024;1M;;;;20/11/2024;20/03/2032;Yes;Long;27991,91;27991,91;20/03/2017;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;27991,91;;;;;;;;;;;;;No;;2,9000000000000004;1;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;412;112001;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F06;Adultos 2B;53;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000779_210306360500067109;;21/12/2024;1M;;;;21/11/2024;21/01/2051;Yes;Long;183905,84;183905,84;21/10/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;183905,84;;;;;;;;;;;;;No;;2,35;1;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F06;Adultos 2B;48;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
100077_210308710500030633;;14/12/2024;1M;;;;14/11/2024;14/12/2031;Yes;Long;13132,06;13132,06;14/12/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;13132,06;;;;;;;;;;;;;No;;7,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;075;111009;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;49;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000784_210374580500009654;;20/12/2024;1M;;;;20/11/2024;20/08/2027;Yes;Long;4872,68;4872,68;20/08/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4872,68;;;;;;;;;;;;;No;;5,949999999999999;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;155;111111;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;59;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000796_210371220500027621;;22/12/2024;1M;;;;22/11/2024;22/04/2025;Yes;Long;1075,83;1075,83;22/04/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1075,83;;;;;;;;;;;;;No;;7,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;71;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000809_210399170500130167;;30/11/2024;1M;;;;30/10/2024;30/04/2025;Yes;Long;1295,2;1295,2;25/06/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1295,2;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;067;111117;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;43;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000818_210303100500026544;;23/12/2024;1M;;;;23/11/2024;23/03/2025;Yes;Long;740,56;740,56;23/03/2012;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;740,56;;;;;;;;;;;;;No;;1,8499999999999999;1;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F09;Seniors 2;69;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000822_210308270500021130;;20/12/2024;1M;;;;20/11/2024;20/01/2031;Yes;Long;4056,22;4056,22;20/01/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4056,22;;;;;;;;;;;;;No;;6;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;079;111010;A;04.02.05.04.00 Prestamos personales;33552200000;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;40;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000863_210306270500100519;;14/12/2024;1M;;;;14/11/2024;14/09/2027;Yes;Long;4733,75;4733,75;14/09/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4733,75;;;;;;;;;;;;;No;;7,199999999999999;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;075;111009;A;04.02.05.04.00 Prestamos personales;33552200000;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;46;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000886_210373220500052486;;13/12/2024;1M;;;;13/11/2024;13/05/2028;Yes;Long;25199,75;25199,75;13/05/2020;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;25199,75;;;;;;;;;;;;;No;;2,25;1;0;UG;PERSONALES FINANCIACION EMPRESAS;Banca Comercial;FIX;EUR;051;337;113141;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.1.1 Inversión crediticia;;
1000921_210373760500016645;;29/12/2024;1M;;;;29/11/2024;29/03/2052;Yes;Long;78492,1;78492,1;29/03/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;78492,1;;;;;;;;;;;;;No;;1,8499999999999999;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;42;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000928_210301210500023346;;19/12/2024;1M;;;;19/11/2024;19/06/2039;Yes;Long;63605,05;63605,05;19/06/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;63605,05;;;;;;;;;;;;;No;;3,35;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;112;112032;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F07;Adultos 3;58;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000951_210307090500028680;;06/12/2024;1M;;;;06/11/2024;06/04/2051;Yes;Long;134176,73;134176,73;06/04/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;134176,73;;;;;;;;;;;;;No;;0,8;3;0;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F07;Adultos 3;35;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000956_210370610500084535;;05/12/2024;1M;;;;05/11/2024;05/08/2029;Yes;Long;18629,64;18629,64;05/08/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;18629,64;;;;;;;;;;;;;No;;2,85;1;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;001;111000;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F04;Adultos 1B;54;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000976_210371140500075490;;24/12/2024;1M;;;;24/11/2024;24/06/2026;Yes;Long;1296,1;1296,1;24/06/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1296,1;;;;;;;;;;;;;No;;9,950000000000001;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;69;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1000978_210373280500013843;;01/12/2024;1M;;;;01/11/2024;01/06/2027;Yes;Long;26452,42;26452,42;01/06/2020;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;26452,42;;;;;;;;;;;;;No;;1,95;1;0;UG;PERSONALES FINANCIACION EMPRESAS;Banca Comercial;FIX;EUR;051;337;113141;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.1.1 Inversión crediticia;;
1000997_210371830500024390;;06/12/2024;1M;;;;06/11/2024;06/02/2025;Yes;Long;152,17;152,17;06/02/2017;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;152,17;;;;;;;;;;;;;No;;5,7;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;147;111047;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;52;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
100099_210357000500020533;;23/12/2024;1M;;;;23/11/2024;23/11/2047;Yes;Long;210445,8;210445,8;23/12/2018;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;210445,8;;;;;;;;;;;;;No;;3,35;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010200;;F06;Adultos 2B;47;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1001023_210370010500263871;;08/12/2024;1M;;;;08/11/2024;08/07/2045;Yes;Long;118777,14;118777,14;08/07/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;118777,14;;;;;;;;;;;;;No;;1,95;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F04;Adultos 1B;54;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1001026_210376770500008874;;16/12/2024;1M;;;;16/11/2024;16/11/2027;Yes;Long;20332,74;20332,74;16/11/2017;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;20332,74;;;;;;;;;;;;;No;;3,58;1;0;UG;PERSONALES FINANCIACION EMPRESAS;Banca Comercial;FIX;EUR;051;029;113139;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.1.1 Inversión crediticia;;
1001041_210370500500181344;;20/12/2024;1M;;;;20/11/2024;20/05/2026;Yes;Long;3045,59;3045,59;20/06/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3045,59;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;029;111063;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;48;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1001046_210370210500138166;;01/12/2024;1M;;;;01/11/2024;01/12/2042;Yes;Long;63307,05;63307,05;01/12/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;63307,05;;;;;;;;;;;;;No;;2,55;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;112;112032;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F03;Adultos 1A;39;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
100104_210322550500119130;;21/12/2024;1M;;;;21/11/2024;21/01/2030;Yes;Long;21036,97;21036,97;21/01/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;21036,97;;;;;;;;;;;;;No;;6,25;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;55;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1001067_210328290500101930;;15/12/2024;1M;;;;15/11/2024;15/02/2034;Yes;Long;94004,28;94004,28;15/02/2019;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;94004,28;;;;;;;;;;;;;No;;1,55;0,5;0;UG;HIPOTECARIOS FINANCIACION EMPRESAS;Banca Comercial;FIX;EUR;050;210;113200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;140;J;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030201;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.1.1 Inversión crediticia;;
1001075_210306270500108183;;22/12/2024;1M;;;;22/11/2024;22/10/2025;Yes;Long;5507,13;5507,13;22/10/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5507,13;;;;;;;;;;;;;No;;3;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;089;111024;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F04;Adultos 1B;52;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
